100
10
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
49 81 48 98 70 47 95 96 12 17 39 99 61 89 74 87 24 44 30 69 40 84 85 32 73 52 88 14 36 60 91 1 29 97 65 3 59 86 6 46 4 68 100 41 7 62 58 80 22 27 20 53 33 13 26 90 94 11 82 83 57 15 50 66 67 37 16 25 93 45 54 92 72 56 28 79 77 42 2 31 18 8 55 9 19 71 10 21 35 64 78 75 51 38 23 5 76 63 43 34 
8 43 15 66 48 41 49 50 18 77 86 54 53 56 99 3 37 39 33 75 69 1 98 20 4 35 6 46 2 78 83 63 74 19 58 90 96 23 26 38 13 61 60 14 85 84 42 30 87 92 32 5 91 25 82 55 68 28 24 57 71 11 80 97 27 94 45 12 31 72 59 22 40 73 51 100 16 17 93 64 21 47 9 7 95 65 10 36 62 34 29 89 44 67 81 88 76 79 52 70 
12 19 67 40 82 32 13 56 36 51 10 33 50 52 68 87 21 18 85 84 95 2 71 88 6 58 11 54 75 63 86 55 37 59 61 83 44 22 81 43 66 16 20 80 9 92 74 99 45 1 15 25 23 14 76 79 64 91 73 24 47 3 7 98 5 48 62 69 65 100 42 29 35 17 41 26 38 97 72 27 57 31 93 46 60 70 96 53 49 34 39 78 28 94 8 90 30 4 89 77 
3 42 72 98 84 29 44 21 77 59 53 71 17 30 12 56 32 94 85 25 10 23 82 65 96 37 51 27 64 79 97 95 13 61 39 70 2 48 4 8 81 52 22 60 19 62 67 9 38 43 7 40 26 91 100 74 1 99 14 5 49 41 28 86 76 73 45 6 80 78 87 18 58 88 34 35 69 63 66 15 93 92 24 33 36 57 75 83 54 68 16 11 90 55 20 50 46 31 47 89 
48 3 90 64 56 83 96 84 65 93 4 91 30 46 36 75 39 97 80 10 18 69 29 14 44 50 63 54 13 78 87 85 77 17 6 21 1 99 37 20 94 27 35 24 32 49 100 59 47 60 15 42 16 86 62 53 40 12 73 9 33 45 19 95 38 55 89 70 79 67 61 41 7 98 51 25 74 28 11 57 81 43 26 82 92 23 68 22 8 58 31 52 34 88 71 2 5 76 66 72 
1 19 84 23 14 7 43 8 10 60 54 70 36 55 88 89 22 27 37 85 28 38 9 4 65 21 26 91 78 48 95 69 61 11 12 81 66 45 50 49 58 83 73 39 15 67 5 100 16 75 40 17 46 29 74 63 24 72 32 33 64 59 94 68 86 2 90 97 99 93 3 62 13 76 82 57 18 34 31 87 44 52 41 42 98 56 77 79 25 51 71 53 35 96 6 92 80 20 47 30 
16 35 75 55 4 74 81 22 11 99 57 62 23 47 66 42 40 78 24 59 88 28 10 82 84 92 26 18 87 69 71 17 85 21 6 98 7 79 52 13 33 20 91 60 51 61 41 64 56 89 97 9 86 14 68 76 94 49 63 29 100 1 72 37 77 70 2 83 8 48 32 54 93 96 5 39 30 12 38 3 95 25 36 43 67 34 58 46 19 73 65 27 80 45 15 44 31 50 90 53 
39 87 21 80 91 73 30 81 58 83 67 32 12 84 41 60 75 93 34 89 62 37 14 10 100 24 50 57 61 43 68 18 71 2 47 90 42 16 36 45 77 82 46 20 27 29 40 64 48 72 28 22 25 23 63 78 1 49 31 66 19 51 11 35 95 97 53 4 33 94 7 92 86 13 44 98 3 55 74 85 6 65 15 79 5 69 88 59 76 99 38 17 56 9 96 8 26 52 70 54 
10 67 71 97 37 77 54 60 83 76 6 34 18 19 22 27 30 59 53 100 38 26 93 55 35 12 63 65 47 74 3 41 15 31 33 14 32 79 98 61 20 24 80 2 95 45 75 46 4 81 68 99 13 21 9 73 1 78 44 91 28 56 51 90 86 82 25 52 66 85 16 29 88 57 8 11 96 92 40 49 48 17 62 64 87 89 84 7 23 58 72 5 70 50 43 94 39 69 36 42 
51 6 75 44 100 1 29 82 10 39 14 95 76 9 34 80 68 90 18 73 43 97 3 49 83 26 52 47 33 48 31 55 25 94 98 61 58 19 71 5 12 54 37 93 78 74 21 67 62 66 99 24 59 11 86 7 36 91 35 30 42 87 46 63 53 89 57 72 13 17 23 64 16 92 50 4 79 60 41 85 84 22 56 20 15 96 27 70 88 40 28 2 8 45 38 65 69 32 81 77 
70 15 37 96 67 46 19 31 85 33 74 81 28 18 11 12 45 30 1 47 62 97 87 22 52 8 73 10 68 21 25 92 29 3 95 24 75 91 38 54 69 99 43 64 14 88 58 50 34 63 83 76 59 98 51 90 86 71 26 4 72 57 42 41 56 84 44 27 66 48 13 55 93 7 82 36 49 79 78 6 77 16 100 9 40 89 39 94 17 20 32 35 65 2 5 61 60 53 23 80 
79 16 2 45 56 28 20 98 24 63 52 18 85 50 46 35 40 69 54 77 92 49 58 23 64 5 55 25 96 21 1 32 76 90 31 17 13 81 7 80 47 6 67 59 95 48 71 30 10 75 3 41 19 15 39 99 14 78 74 94 53 27 57 61 38 42 37 9 100 73 34 44 93 60 72 70 82 12 83 26 51 62 91 88 11 36 29 89 87 68 86 84 97 4 33 43 8 22 65 66 
9 35 77 82 81 69 38 61 1 2 75 31 40 53 98 32 99 4 23 67 52 13 7 11 46 83 28 14 93 44 94 3 91 26 64 55 47 65 88 30 57 16 56 36 63 85 70 92 5 22 95 17 96 80 21 73 74 49 68 29 37 41 62 66 34 48 90 39 33 78 15 8 45 27 79 20 86 12 10 42 60 51 84 6 18 19 71 50 76 43 25 87 100 89 97 54 59 58 24 72 
100 64 28 27 61 80 75 32 74 55 30 4 65 8 19 48 13 15 18 40 63 71 7 10 90 26 69 96 79 17 51 66 73 34 99 5 9 37 62 23 72 47 42 87 52 1 70 54 20 82 53 84 44 77 50 22 92 88 21 24 16 68 76 45 46 57 95 59 38 6 86 83 89 98 31 33 14 11 36 60 78 81 94 91 3 49 41 25 56 93 85 97 12 39 67 29 58 2 35 43 
44 94 78 62 38 41 66 28 98 80 88 50 18 60 8 77 23 51 7 35 9 16 6 63 11 1 96 43 34 76 13 39 64 40 14 81 55 99 56 4 29 19 42 36 86 58 92 47 85 12 75 30 54 95 21 25 74 45 22 52 65 31 53 91 33 90 84 71 46 68 10 93 73 49 67 24 27 79 2 61 48 20 69 26 83 15 97 59 82 87 3 57 89 32 72 17 37 100 5 70 
93 18 42 94 82 11 70 87 2 76 73 69 55 23 39 50 40 81 9 21 54 68 47 74 61 66 44 60 3 67 86 53 98 100 36 59 84 33 14 95 6 27 25 19 8 52 79 51 89 22 38 57 29 4 30 32 5 16 72 83 96 13 91 75 15 45 24 1 46 62 28 92 58 78 41 99 97 63 65 43 37 35 17 85 7 64 34 49 56 31 80 71 10 26 48 77 20 12 90 88 
8 39 5 73 89 61 17 64 90 95 37 13 23 42 62 34 16 12 25 91 14 47 100 6 10 70 72 52 44 19 86 32 57 51 4 75 15 24 69 48 79 49 21 18 81 45 9 29 96 50 41 59 99 28 58 22 54 26 76 78 85 97 35 1 30 3 65 43 56 87 31 84 63 53 88 27 98 80 46 82 94 77 40 71 33 93 83 67 2 92 66 68 38 60 55 7 11 20 36 74 
85 16 86 29 91 25 21 58 3 34 62 2 41 6 33 23 17 76 94 54 50 80 24 70 53 81 69 37 35 9 27 98 73 79 83 88 74 55 48 43 13 59 49 77 32 10 84 78 36 64 65 44 40 31 71 66 26 11 57 97 42 82 7 68 14 99 90 30 20 72 1 100 92 95 28 52 8 39 67 89 46 18 87 45 51 63 12 4 19 60 15 22 96 56 75 61 38 47 93 5 
57 14 84 28 78 93 60 68 20 63 74 65 12 62 92 58 11 67 7 2 89 23 40 76 30 52 46 95 33 3 86 43 75 77 36 25 98 71 13 19 24 81 8 82 39 27 91 1 70 50 44 64 56 96 15 99 80 31 59 45 34 17 61 87 42 94 6 16 100 41 79 85 32 18 69 88 21 29 51 55 26 72 53 5 10 83 97 38 66 47 35 54 37 90 49 9 73 48 4 22 
58 94 2 22 96 83 23 42 51 86 8 50 29 62 20 25 15 47 6 9 18 38 19 27 54 21 73 67 36 46 57 13 43 4 93 24 72 12 3 87 10 44 84 61 35 31 97 70 16 11 32 89 45 80 100 63 68 95 85 75 99 14 39 40 64 59 65 33 49 81 76 30 77 56 74 52 17 26 5 90 79 91 1 69 60 66 7 98 53 28 88 48 78 37 71 82 55 92 41 34 
64 46 31 16 67 22 9 17 38 50 73 74 89 40 52 26 65 51 87 86 94 35 15 56 6 71 20 75 96 93 28 90 88 29 13 11 36 2 49 62 97 48 19 14 61 47 33 43 3 18 21 27 8 34 5 82 77 78 91 41 45 92 59 84 63 69 4 12 25 23 79 39 54 24 68 37 53 7 57 55 58 10 32 1 66 99 98 30 80 95 44 60 100 83 76 42 70 85 81 72 
23 93 61 98 83 8 67 85 41 70 35 71 57 14 60 40 82 54 21 79 13 33 58 37 69 97 48 89 56 95 51 5 81 25 45 2 52 74 88 12 30 49 50 16 94 66 90 47 96 87 10 59 6 39 36 62 31 86 100 55 65 80 27 24 18 32 38 7 29 68 28 92 72 53 34 44 9 17 11 64 4 3 77 73 99 43 19 63 75 42 20 78 91 26 84 15 76 46 22 1 
78 24 100 82 70 25 26 17 41 1 51 83 43 40 38 42 13 33 7 89 67 57 61 98 88 28 23 85 87 92 31 95 77 64 20 16 4 22 21 50 12 45 44 9 56 71 8 30 55 69 39 18 76 93 97 37 32 96 68 11 72 54 74 34 5 47 14 91 6 49 3 15 62 66 80 36 94 75 29 10 60 59 99 90 86 63 73 35 52 58 27 79 2 65 84 19 48 53 46 81 
11 74 20 61 56 37 15 51 33 71 44 68 82 79 55 8 48 89 98 30 93 59 38 70 45 29 22 78 19 77 26 17 9 84 7 27 57 99 63 67 62 40 65 16 39 41 72 60 76 18 43 5 47 49 86 3 58 97 4 25 35 64 100 14 32 80 52 75 81 21 1 69 87 13 94 85 95 23 28 96 66 24 90 31 42 92 6 91 88 12 36 34 54 50 46 83 10 53 73 2 
74 100 17 81 59 30 85 14 6 55 69 54 45 76 21 42 43 2 86 11 97 8 50 71 37 10 72 96 7 82 77 51 78 22 28 41 80 13 63 4 34 3 99 60 90 24 27 12 56 29 91 20 53 31 32 94 47 16 36 79 9 73 39 33 68 87 64 75 58 18 5 48 57 98 25 26 89 23 1 95 65 44 38 35 84 83 67 62 15 66 88 40 70 49 93 52 92 19 61 46 
77 86 25 96 8 83 28 74 68 10 16 22 9 11 97 88 84 23 13 56 4 2 27 61 36 5 37 73 58 57 6 98 60 26 40 54 76 21 85 15 92 71 46 35 63 14 65 45 69 20 30 72 52 78 79 50 87 53 91 3 55 38 90 95 41 18 47 70 82 32 33 81 42 93 17 43 44 66 80 89 49 19 67 99 29 51 64 100 75 59 12 24 39 48 31 62 34 1 7 94 
12 61 40 83 18 49 67 2 99 69 79 65 98 62 97 29 57 42 95 5 24 55 37 27 77 80 48 92 15 76 4 93 84 38 53 17 32 88 23 86 22 16 75 87 52 3 6 11 30 60 50 36 81 63 78 89 33 91 96 66 90 94 25 34 47 64 72 73 68 31 43 74 9 44 19 21 85 71 46 58 56 26 70 100 1 35 8 39 54 82 28 45 14 7 59 51 13 10 41 20 
1 5 65 17 39 66 60 37 89 26 47 92 42 40 68 70 31 7 21 77 46 96 19 32 81 13 50 71 53 99 14 15 20 8 95 54 90 58 28 80 36 25 3 24 23 97 88 63 38 44 11 62 6 78 34 74 61 51 2 43 22 4 72 41 29 79 86 73 76 100 69 55 84 56 57 75 45 27 83 59 87 64 10 85 30 94 35 91 9 98 67 12 93 49 82 48 33 52 16 18 
9 5 59 44 42 14 35 21 20 74 98 47 36 50 77 63 6 81 25 79 16 95 100 1 49 24 27 90 53 96 70 64 80 51 12 73 76 89 31 26 57 61 62 60 2 91 34 22 40 97 39 66 13 69 83 38 86 75 85 8 3 94 11 41 72 71 46 99 52 30 33 87 54 18 32 65 10 55 43 37 29 17 58 7 19 88 23 93 67 15 45 4 78 28 82 92 48 68 84 56 
98 24 30 81 96 40 9 7 60 92 29 57 23 4 70 51 11 97 13 34 36 89 86 63 25 20 28 91 26 32 62 38 19 53 66 90 74 12 56 52 50 37 39 69 16 27 99 5 33 79 10 47 78 18 61 45 31 44 42 88 43 48 3 71 65 6 41 85 1 49 75 8 21 54 87 2 59 55 15 76 67 82 64 95 68 22 80 77 46 84 35 100 14 73 93 72 94 17 58 83 
7 22 87 86 37 14 25 4 16 54 55 45 58 57 94 84 31 77 89 82 30 49 21 63 64 28 65 81 83 69 85 17 20 2 56 36 68 100 41 44 27 66 35 26 59 38 43 88 23 1 39 47 90 76 74 18 46 61 29 11 70 72 52 75 15 93 80 8 99 9 95 67 73 50 5 78 33 10 19 40 96 62 91 13 24 97 79 98 51 53 3 48 92 34 6 71 32 42 12 60 
23 5 56 26 15 100 97 52 62 36 20 98 4 13 30 31 12 19 11 45 42 70 61 21 44 43 25 60 67 16 83 2 87 95 79 47 78 96 72 92 63 58 7 28 99 8 74 76 34 77 22 69 73 33 94 48 6 10 75 38 18 1 27 64 55 35 57 90 40 39 3 14 17 86 32 93 84 82 49 51 88 91 81 37 46 68 53 65 29 89 24 80 54 85 41 71 59 9 66 50 
79 90 96 76 18 48 68 15 23 57 1 9 93 24 55 13 61 26 2 98 67 69 6 30 92 51 54 77 65 16 43 12 17 81 4 52 63 20 59 41 25 46 72 3 85 53 8 75 94 91 97 33 50 83 42 45 44 73 95 35 56 87 89 11 47 58 31 64 100 36 21 66 38 82 62 37 14 86 40 10 80 60 19 74 28 27 49 34 84 70 99 88 71 22 78 39 29 5 7 32 
82 74 80 83 29 76 24 77 36 67 6 92 28 62 56 100 70 71 51 55 64 33 60 85 99 3 42 86 65 54 4 46 25 87 40 93 98 72 53 49 26 75 37 78 7 30 52 89 18 5 48 43 57 63 79 20 90 17 84 95 12 8 13 32 41 68 81 47 66 19 14 15 94 45 91 35 59 10 1 21 34 61 39 69 16 22 97 11 88 96 27 58 31 44 38 23 9 2 50 73 
21 25 17 86 61 38 39 8 58 18 69 96 9 77 43 100 52 59 50 57 54 90 37 98 89 29 20 13 12 5 70 2 6 62 3 60 22 30 76 53 81 44 45 23 95 48 92 7 42 28 94 40 24 33 97 83 32 66 87 16 26 10 35 64 56 47 4 80 78 1 31 67 68 74 79 93 82 19 34 41 46 84 14 27 73 71 51 75 72 11 63 36 65 49 15 91 99 88 85 55 
67 43 73 77 1 35 33 63 90 39 21 42 74 49 36 82 8 53 3 29 86 14 88 97 70 34 71 93 84 62 80 54 55 64 58 12 66 25 50 10 98 75 41 22 13 96 20 76 48 9 28 23 26 89 37 81 91 2 44 19 4 11 5 7 51 68 87 40 92 95 100 16 85 59 18 15 47 78 46 79 65 31 52 60 38 61 56 99 30 27 17 6 45 69 24 94 83 72 57 32 
11 36 97 95 34 49 72 3 56 74 54 92 17 18 62 44 27 51 77 29 12 38 47 21 4 50 13 30 67 53 63 99 40 68 19 39 81 69 65 66 79 14 70 57 84 1 8 73 37 45 89 100 75 6 86 25 52 87 80 31 76 15 96 2 22 60 32 5 26 20 46 33 78 71 7 93 58 94 35 61 28 85 9 91 64 48 59 23 88 10 90 16 55 42 24 98 41 43 83 82 
6 32 1 14 98 19 55 62 3 63 56 38 93 72 100 25 45 68 8 89 80 95 79 43 7 24 22 48 67 84 35 5 54 60 69 12 33 46 70 85 73 23 41 51 47 50 81 77 65 97 17 31 66 21 40 59 78 4 74 58 26 2 34 16 94 92 44 27 15 13 18 99 90 49 42 29 37 76 20 83 71 52 87 82 11 36 75 53 28 9 88 57 86 96 91 61 39 30 10 64 
16 15 35 6 37 94 50 59 100 18 25 17 42 91 32 55 9 63 1 14 13 20 98 10 95 12 29 93 46 61 58 70 31 88 84 24 90 53 40 64 52 87 65 51 89 83 67 73 26 96 74 68 76 47 69 4 81 7 5 2 41 92 71 39 8 30 77 45 82 49 78 19 66 43 60 97 85 33 36 22 56 75 27 21 79 72 44 99 23 28 11 80 62 48 3 86 57 54 34 38 
85 92 59 9 94 21 100 65 52 43 24 45 80 34 10 3 79 23 11 6 49 93 33 39 2 78 30 14 47 98 87 96 83 76 12 84 51 53 99 74 40 54 38 31 77 81 55 18 13 17 4 58 26 95 75 41 71 27 89 68 1 16 35 57 66 28 91 20 37 61 82 88 63 29 19 72 7 22 50 48 56 64 69 46 15 67 25 42 44 86 90 60 8 97 36 32 70 5 73 62 
23 50 26 91 53 61 33 99 29 87 74 97 24 69 8 2 95 75 13 76 62 17 65 18 90 27 19 86 83 68 47 57 21 12 92 72 100 31 32 77 98 56 11 70 79 3 6 22 49 46 73 58 34 60 16 71 81 41 1 5 7 4 10 51 85 93 14 89 30 20 94 52 67 37 66 78 63 35 59 82 25 9 54 40 88 15 42 28 80 38 64 84 43 96 48 36 45 44 39 55 
8 60 22 58 54 25 38 65 47 56 91 23 83 17 49 55 59 93 79 66 34 84 30 48 6 12 50 85 42 100 11 97 99 82 19 80 13 53 9 90 71 94 39 64 86 44 5 51 95 76 88 67 16 43 46 70 4 45 96 29 10 98 14 81 69 33 77 73 63 41 61 68 92 31 36 15 26 1 7 57 28 72 78 24 74 52 27 37 20 32 21 87 3 75 62 89 2 18 35 40 
70 34 32 41 7 97 40 14 98 33 4 83 37 60 58 38 43 22 67 69 30 19 46 99 35 73 27 31 72 39 47 84 3 11 18 56 64 63 80 10 82 13 71 85 9 62 92 61 6 54 65 25 75 87 59 55 28 42 24 16 96 52 23 29 20 90 45 21 94 53 77 88 49 74 8 66 95 12 26 36 2 93 89 44 76 17 51 15 91 78 50 86 100 79 68 5 1 48 81 57 
90 51 43 42 61 16 52 57 18 28 25 41 100 29 85 21 13 76 94 24 73 27 19 86 10 65 35 37 44 74 31 71 38 40 89 32 56 91 53 7 62 12 98 72 22 77 36 92 82 80 48 88 8 70 11 23 60 46 93 68 49 50 81 78 6 33 99 2 47 97 9 67 34 75 3 26 83 15 45 69 79 96 59 17 5 1 66 14 20 87 64 84 39 58 4 55 63 54 30 95 
35 98 9 92 33 63 57 10 62 37 42 89 16 82 94 50 70 96 93 71 78 47 19 26 20 12 100 52 25 14 85 84 48 29 80 13 2 15 77 38 45 51 54 73 69 74 95 58 72 86 56 30 75 88 66 60 36 21 4 5 90 61 87 7 6 43 59 39 44 55 27 81 64 99 76 8 24 32 53 34 67 40 91 3 11 46 22 31 1 23 41 68 83 49 28 97 17 18 79 65 
10 40 99 78 90 49 27 56 62 36 46 44 70 53 98 68 94 37 31 1 26 13 64 32 93 7 74 97 47 80 22 50 92 16 73 57 67 25 83 55 48 45 21 61 81 2 3 8 42 43 63 18 60 51 9 77 38 79 29 87 17 19 52 5 84 95 24 96 88 12 54 82 4 72 15 11 66 71 30 41 34 86 91 6 59 20 76 65 35 39 89 85 23 75 58 100 14 28 69 33 
85 81 77 21 87 76 78 68 72 69 34 39 41 42 59 71 73 94 47 60 95 23 48 2 33 13 7 38 83 5 53 11 86 80 82 30 100 55 32 18 57 44 63 20 22 24 62 8 29 17 52 49 19 64 88 14 96 75 31 28 43 90 12 9 74 36 79 91 67 45 26 50 4 37 25 61 99 16 58 51 10 46 27 40 89 15 1 84 54 35 65 93 98 66 6 97 3 92 56 70 
60 83 47 86 57 43 17 79 70 90 82 15 46 74 40 34 99 53 93 63 27 96 89 97 84 55 95 92 85 12 2 64 21 81 35 3 30 59 16 36 91 65 19 98 39 5 58 18 11 20 67 45 88 4 62 29 56 49 42 77 76 78 7 10 68 26 54 22 87 31 13 73 32 6 48 33 50 80 37 14 25 44 52 61 75 94 51 9 100 72 8 69 38 23 1 41 28 24 71 66 
57 69 46 19 92 56 99 29 10 88 3 71 96 18 84 51 39 25 7 35 98 93 68 28 65 40 24 45 97 70 89 14 16 44 58 27 11 87 62 12 72 17 5 80 66 36 86 91 81 77 78 32 6 60 26 34 37 33 9 15 41 13 100 83 2 61 82 47 1 67 49 73 30 95 22 43 48 52 75 31 42 4 64 74 79 90 55 53 94 8 59 50 85 20 76 21 38 63 23 54 
92 96 25 80 35 4 31 74 23 46 5 2 16 59 87 81 54 33 79 20 32 8 12 3 10 91 64 60 39 67 44 14 9 62 94 19 63 68 13 42 98 56 51 26 11 49 36 78 55 88 77 82 84 95 89 45 18 40 6 53 72 66 70 21 47 86 24 7 27 99 38 43 93 58 48 50 1 57 15 76 97 28 75 83 71 90 61 30 37 52 69 73 17 100 29 65 22 85 34 41 
41 39 15 8 5 92 18 17 82 89 72 71 32 85 56 22 75 36 59 10 65 49 25 93 100 62 66 78 97 13 63 7 34 55 4 57 70 46 20 58 77 43 68 54 50 14 67 69 1 88 94 23 98 47 40 44 19 29 28 73 74 79 80 81 61 96 35 33 64 99 42 24 16 37 87 45 60 95 48 31 27 30 11 12 51 9 90 84 91 38 6 2 53 26 21 83 52 3 86 76 
65 39 41 87 8 61 20 59 24 30 74 36 72 71 25 63 48 50 45 92 99 17 21 78 85 51 35 43 40 33 95 68 23 14 29 98 2 19 28 75 31 60 89 91 10 69 80 93 82 77 52 81 96 88 5 9 54 38 4 57 44 64 7 56 27 18 84 86 49 58 11 15 73 76 47 94 97 79 67 83 37 100 55 46 1 22 70 16 90 62 3 32 26 12 53 6 13 66 42 34 
16 69 45 12 3 23 99 22 41 11 36 46 28 9 51 79 92 26 30 54 1 15 57 4 90 38 67 70 50 89 68 27 86 83 82 75 40 21 42 65 14 62 98 53 100 31 47 77 60 10 97 13 25 66 59 81 49 55 56 7 39 20 48 76 80 29 2 24 58 63 71 93 74 73 35 87 64 91 5 95 78 32 34 43 88 8 44 96 19 18 61 17 33 52 6 94 84 72 37 85 
62 35 94 100 73 67 6 16 85 53 81 41 7 27 39 90 98 28 36 76 15 4 17 25 1 97 32 10 93 99 89 9 72 56 44 37 95 22 49 61 18 55 57 54 46 58 13 26 43 70 42 52 69 86 31 77 29 59 30 33 12 45 47 34 87 83 3 40 24 60 20 65 91 2 84 75 21 64 80 5 38 11 78 79 82 23 63 50 66 8 14 48 68 96 88 92 74 19 51 71 
35 25 13 45 41 74 29 32 64 16 2 56 52 43 21 53 97 14 84 94 70 1 63 5 83 76 66 79 96 26 12 58 39 73 22 55 28 81 69 18 34 80 87 46 90 6 82 65 67 36 9 20 60 95 44 4 30 77 68 47 85 24 61 37 50 93 59 11 15 8 27 31 62 48 72 100 71 17 92 33 89 99 88 54 40 38 91 19 10 51 57 42 23 49 78 7 75 3 86 98 
6 4 41 17 97 25 10 57 49 81 60 20 46 44 95 73 39 33 79 40 16 26 29 61 47 67 19 23 99 30 18 13 21 34 36 85 82 92 91 96 87 84 2 12 50 8 5 98 58 37 42 63 51 86 9 55 43 72 3 89 80 24 7 78 28 54 35 14 59 27 38 71 64 48 31 75 62 70 76 52 83 77 22 15 100 69 45 32 65 56 88 68 11 53 94 66 1 93 74 90 
94 27 42 54 35 7 46 69 2 53 78 23 25 85 57 76 100 93 6 22 41 90 36 58 91 63 95 73 61 18 77 3 64 81 8 70 62 1 55 21 98 20 26 71 80 47 72 45 39 43 10 11 49 99 17 50 60 74 33 14 29 86 32 40 38 67 4 84 34 66 48 97 15 96 9 12 37 75 68 65 44 56 28 5 92 16 79 89 59 13 52 87 88 83 51 24 31 30 19 82 
86 10 46 61 64 97 49 85 47 39 33 62 3 43 13 36 96 7 18 72 89 90 57 77 31 69 24 68 14 40 45 50 70 25 20 78 94 83 23 98 26 99 4 22 34 92 2 15 55 42 44 6 11 19 56 16 48 88 1 93 8 81 5 79 21 53 27 66 95 17 87 37 29 91 12 82 76 58 80 74 28 41 30 75 38 71 60 63 51 52 35 67 9 73 54 84 59 65 32 100 
82 59 73 12 50 87 49 96 83 7 98 69 67 37 32 39 86 42 14 36 30 100 57 38 55 72 2 19 76 10 84 90 21 24 62 81 88 47 43 66 92 3 93 22 64 16 1 58 94 28 61 11 79 54 18 85 29 26 51 56 89 91 40 44 53 35 8 95 34 74 6 31 63 20 99 80 13 4 65 45 27 60 68 46 78 75 70 52 23 9 15 33 77 71 25 48 97 5 17 41 
38 79 21 100 39 80 98 48 30 86 81 45 46 5 70 59 41 37 58 62 92 4 83 31 29 47 74 49 28 35 11 67 34 88 44 75 19 10 84 56 61 69 54 25 52 89 33 63 73 72 50 42 40 1 60 36 43 64 23 32 95 18 85 26 55 99 76 24 91 82 94 66 71 6 27 20 8 90 3 22 13 12 7 16 97 51 65 77 53 96 93 78 2 68 14 87 15 9 57 17 
64 74 86 35 5 2 83 40 99 39 56 27 45 59 75 57 66 49 53 48 52 97 20 34 89 90 43 6 65 98 29 79 32 26 50 28 24 37 15 22 96 16 85 80 17 100 63 21 30 13 3 36 67 41 38 81 55 9 54 84 77 11 8 68 4 76 78 25 18 62 95 19 82 73 94 42 51 12 61 7 31 1 93 58 10 47 91 72 92 44 87 46 60 69 33 70 23 88 71 14 
41 61 33 49 82 58 26 50 74 71 72 86 34 13 47 60 97 56 10 92 14 2 31 40 42 8 55 52 94 98 76 1 9 64 5 35 24 69 20 100 95 28 84 96 53 43 15 37 59 22 11 83 57 89 93 90 70 66 79 77 67 17 16 32 45 48 36 91 39 6 99 27 68 80 30 7 3 4 88 73 63 12 81 23 78 54 65 21 87 19 25 18 29 62 75 51 85 46 38 44 
73 71 6 18 75 63 46 22 96 74 41 36 89 7 21 50 64 81 49 30 47 26 52 82 95 45 79 65 51 67 70 69 86 20 48 8 23 37 9 35 32 13 90 1 14 29 94 98 19 44 54 5 87 33 42 76 83 38 58 72 59 11 3 77 97 100 88 84 17 53 4 60 15 28 61 80 12 99 25 10 66 78 27 91 43 31 57 16 34 62 40 85 68 56 55 92 2 24 93 39 
8 46 76 30 77 80 35 12 68 26 92 71 2 82 34 18 32 73 89 44 33 81 97 55 90 91 54 61 3 40 5 49 11 25 10 95 45 43 88 53 57 98 51 79 4 24 86 59 99 19 7 14 70 64 74 16 37 94 39 52 75 9 38 100 13 58 66 28 42 96 84 15 29 63 87 23 69 60 62 27 78 20 31 50 67 21 47 72 17 41 22 36 65 56 1 85 93 6 48 83 
93 25 57 74 62 42 13 60 19 85 91 35 14 4 43 27 21 46 97 26 96 54 6 5 44 28 15 34 12 87 95 55 84 90 3 37 70 100 68 81 50 17 77 7 99 45 22 29 16 66 78 52 49 73 18 39 1 58 94 47 88 83 79 40 41 10 63 72 9 98 31 30 32 75 2 59 61 20 33 89 36 80 8 23 92 76 69 56 64 86 11 82 38 53 65 48 67 24 71 51 
18 9 57 67 86 35 12 17 59 70 95 96 76 14 72 77 19 41 4 40 27 66 53 34 65 44 3 22 85 37 36 43 26 7 54 1 97 5 13 33 10 56 21 46 98 84 74 69 91 80 99 2 48 28 50 58 39 61 29 55 88 89 32 6 60 79 62 90 73 100 25 30 63 49 11 51 45 47 23 64 78 87 38 68 93 15 94 83 8 20 82 24 81 52 16 31 42 75 71 92 
98 61 66 50 57 77 64 76 26 10 59 2 100 88 97 38 81 79 54 99 42 1 70 48 14 39 43 13 21 19 51 27 82 93 11 65 85 72 53 69 33 47 94 40 15 89 60 63 7 68 62 41 96 92 3 23 9 24 83 25 74 56 95 34 31 35 67 78 29 8 75 17 20 22 36 16 37 73 18 49 45 91 30 84 90 44 58 28 52 6 87 12 80 46 32 86 71 55 5 4 
19 31 34 81 47 43 46 8 59 38 15 63 51 41 44 54 18 33 78 17 84 12 87 13 5 76 23 4 86 28 65 74 93 100 73 98 2 88 45 91 77 70 95 32 61 29 55 21 49 22 10 66 27 50 82 60 11 83 89 92 16 79 3 62 75 57 64 52 53 72 25 26 24 14 35 90 39 99 85 67 94 80 71 58 48 30 56 7 1 42 36 40 69 20 9 6 97 37 68 96 
